house,state,work_category,work_title,mp_name,constituency,recommended_date,sanction_date,sanction_amount,work_status,delay_days,delay_days_cleaned,delay_days_filled,log_amount,cat_amount_diff,anomaly_prediction,anomaly_score,is_anomaly
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP18312/2026-2027/157891-Construction of community centers and community halls,DURAI VAIKO,TIRUCHIRAPPALLI,2024-12-10,2026-05-13,4800000.0,Physical Inspection,519,519,519,6.681241327853595,1.147926421642051,-1,-0.08590975719359017,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP014/2026-2027/64502-Construction of water tanks,Shri Ilaiyaraaja (2022-28) (2022-2028),,2023-12-18,2026-05-19,3500000.0,Physical Inspection,883,883,883,6.5440681684343955,1.0107532622228517,-1,-0.08557475989073071,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP014/2025-2026/64503-Construction of public libraries and reading rooms,Shri Ilaiyaraaja (2022-28) (2022-2028),,2023-12-18,2026-01-05,3500000.0,Work Completed,749,749,749,6.5440681684343955,1.0107532622228517,-1,-0.08557475989073071,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP166/2026-2027/181930-Construction of bus-sheds or bus-stops,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,2025-03-17,2026-07-27,5000000.0,Physical Inspection,497,497,497,6.698970091194907,1.165655184983363,-1,-0.0852399136568589,True
Rajya Sabha,Puducherry,Normal/Others,"WS/MP139/2025-2026/141429-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri S. Selvaganabathy (2021-27) (2021-2027),,2024-09-17,2025-12-11,5400000.0,Work Completed,450,450,450,6.732393840247865,1.1990789340363213,-1,-0.08490521842384902,True
Rajya Sabha,Uttar Pradesh,Normal/Others,"WS/MP181/2026-2027/207135-Construction of roads, link roads, pathways or any other road with or without drainage system",Dr. Laxmikant Bajpayee (2022-28) (2022-2028),,2025-06-07,2026-08-05,7309500.0,Vendor Identification,424,424,424,6.8638877298520455,1.3305728236405017,-1,-0.08457067412360653,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP459/2025-2026/195871-Construction of community centers and community halls,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,2025-05-02,2026-02-19,16000000.0,Work partially Completed,293,293,293,7.204120009799329,1.6708051035877851,-1,-0.08432222914257337,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP166/2024-2025/112318-Construction of community centers and community halls,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,2024-02-23,2025-02-04,9998142.0,Physical Inspection,347,347,347,6.999919344025572,1.466604437814028,-1,-0.08416694892739895,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP113/2026-2027/225159-Purchase of smart boards, visual display units and projectors",Shri Imran Pratapgarhi (2022-28) (2022-2028),,2025-08-05,2026-05-18,18000000.0,Work partially Completed,286,286,286,7.255272529230776,1.7219576230192324,-1,-0.0836538170930673,True
Lok Sabha,Puducherry,Normal/Others,WS/MP710/2026-2027/216502-Street lights,Vaithilingam Ve,Puducherry,2025-07-09,2026-08-28,7500000.0,Sanction,415,415,415,6.875061321297627,1.3417464150860834,-1,-0.08356794613899632,True
Rajya Sabha,Kerala,Normal/Others,"WS/MP099/2024-2025/132664-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Dr. John Brittas (2021-27) (2021-2027),,2024-06-20,2025-03-29,15000000.0,Sanction,282,282,282,7.176091288008646,1.642776381797102,-1,-0.08258314533983124,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP163/2025-2026/70364-Construction of public libraries and reading rooms,Shri R. Girirajan (2022-28) (2022-2028),,2023-12-27,2025-07-02,3950000.0,Work Completed,553,553,553,6.596597205574416,1.0632822993628723,-1,-0.08223308442588317,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP459/2025-2026/184578-Construction of buildings for sports facilities,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,2025-03-20,2026-02-19,10000000.0,Time Estimation,336,336,336,7.000000043429446,1.466685137217902,-1,-0.08198542264863407,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP393/2025-2026/148981-Construction of bus-sheds or bus-stops,Shri Karti P Chidambaram,SIVAGANGA,2024-10-22,2025-09-06,10000000.0,Vendor Identification,319,319,319,7.000000043429446,1.466685137217902,-1,-0.08065341359794886,True
Rajya Sabha,Madhya Pradesh,Normal/Others,WS/MP104/2025-2026/218146-Development of playfields and sports grounds,Dr. L. Murugan (2024-30) (2024-2030),,2025-07-16,2026-03-17,20000000.0,Vendor Identification,244,244,244,7.301030017378705,1.7677151111671607,-1,-0.08052860518871618,True
Rajya Sabha,West Bengal,Normal/Others,WS/MP888/2025-2026/207351-Purchase of furniture and fixtures for educational purposes,Shri Nagendra Ray (2023-29) (2023-2029),,2025-06-07,2026-02-21,19950000.0,Vendor Identification,259,259,259,7.299942921791914,1.7666280155803697,-1,-0.08047926082227119,True
Rajya Sabha,West Bengal,Normal/Others,WS/MP888/2025-2026/207350-Purchase of books and periodicals for libraries/digitization of library books,Shri Nagendra Ray (2023-29) (2023-2029),,2025-06-07,2026-02-21,19596140.0,Work partially Completed,259,259,259,7.292170555672109,1.758855649460565,-1,-0.08047926082227119,True
Lok Sabha,West Bengal,Normal/Others,"WS/MP18249/2025-2026/153601-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",PARTHA BHOWMICK,BARRACKPUR,2024-11-21,2025-08-18,20000000.0,Vendor Identification,270,270,270,7.301030017378705,1.7677151111671607,-1,-0.07996868225312959,True
Lok Sabha,West Bengal,Normal/Others,"WS/MP18249/2025-2026/153603-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",PARTHA BHOWMICK,BARRACKPUR,2024-11-21,2025-08-18,20000000.0,Vendor Identification,270,270,270,7.301030017378705,1.7677151111671607,-1,-0.07996868225312959,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP755/2026-2027/179976-Construction of community centers and community halls,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,2025-03-07,2026-05-27,5000000.0,Physical Inspection,446,446,446,6.698970091194907,1.165655184983363,-1,-0.0795705753414877,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP866/2026-2027/213686-Purchase of hospital equipment,Kalanidhi Veeraswamy,CHENNAI NORTH,2025-07-01,2026-05-13,9977320.0,Physical Inspection,316,316,316,6.99901394498429,1.4656990387727458,-1,-0.07832817276416415,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP756/2026-2027/171038-Construction of rooms and halls in school and colleges,Thirumaa Valavan Thol,CHIDAMBARAM(SC),2025-01-31,2026-05-15,4500000.0,Work partially Completed,469,469,469,6.653212610285218,1.119897704073674,-1,-0.0782429193030797,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP18174/2025-2026/184631-Development of public parks,GANAPATHY RAJKUMAR P,COIMBATORE,2025-03-20,2025-11-13,20000000.0,Work partially Completed,238,238,238,7.301030017378705,1.7677151111671607,-1,-0.07820375780388744,True
Rajya Sabha,West Bengal,Normal/Others,WS/MP888/2025-2026/140127-Purchase of furniture and fixtures for educational purposes,Shri Nagendra Ray (2023-29) (2023-2029),,2024-09-09,2025-07-21,9975000.0,Physical Inspection,315,315,315,6.998912947897078,1.465598041685534,-1,-0.07766516560506487,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP18435/2026-2027/255473-Construction of culverts and bridges,Smt. Rajathi (2025-31) (2025-2031),,2025-12-24,2026-08-05,15000000.0,Work partially Completed,224,224,224,7.176091288008646,1.642776381797102,-1,-0.07749171837264401,True
Rajya Sabha,West Bengal,Normal/Others,WS/MP888/2025-2026/140058-Purchase of books for public libraries/ digitization of library books,Shri Nagendra Ray (2023-29) (2023-2029),,2024-09-09,2025-04-24,13800426.0,Physical Inspection,227,227,227,7.13989252414579,1.6065776179342457,-1,-0.07649856295907476,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP166/2024-2025/129056-Construction of public irrigation facilities,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,2024-03-15,2024-12-27,10000000.0,Physical Inspection,287,287,287,7.000000043429446,1.466685137217902,-1,-0.07601026207410944,True
Rajya Sabha,Telangana,Normal/Others,WS/MP846/2026-2027/196064-Construction of community centers and community halls,Shri Damodar Rao Divakonda (2022-28) (2022-2028),,2025-05-02,2026-07-14,5000000.0,Work partially Completed,438,438,438,6.698970091194907,1.165655184983363,-1,-0.07526443691966611,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP18437/2026-2027/242262-Construction of boundary walls of existing public and community buildings,Shri S.R. Sivalingam (2025-31) (2025-2031),,2025-10-15,2026-05-14,11500000.0,Vendor Identification,211,211,211,7.060697878118348,1.5273829719068042,-1,-0.07517644454102745,True
Rajya Sabha,West Bengal,Normal/Others,"WS/MP888/2025-2026/150711-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Nagendra Ray (2023-29) (2023-2029),,2024-11-04,2025-10-29,8617886.0,Work partially Completed,359,359,359,6.9354007952062595,1.4020858889947156,-1,-0.0749832135132219,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2026-2027/174241-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-08-18,3500000.0,Vendor Identification,557,557,557,6.5440681684343955,1.0107532622228517,-1,-0.07460419235661675,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP745/2025-2026/141315-Construction of community centers and community halls,K Subbarayan,TIRUPPUR,2024-09-16,2025-10-15,6000000.0,Physical Inspection,394,394,394,6.7781513227660515,1.2448364165545076,-1,-0.07432322253165324,True
Rajya Sabha,Telangana,Normal/Others,"WS/MP168/2026-2027/258872-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),,2026-01-13,2026-06-18,29495741.0,Sanction,156,156,156,7.469759325829876,1.936444419618332,-1,-0.07324715323882858,True
Lok Sabha,Maharashtra,Normal/Others,WS/MP18120/2025-2026/174636-Construction of culverts and bridges,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,2025-02-09,2026-02-06,7938332.0,Physical Inspection,362,362,362,6.899729312891773,1.3664144066802288,-1,-0.07300502538993647,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP743/2026-2027/190860-Construction of community centers and community halls,Ganesan Selvam,KANCHEEPURAM(SC),2025-04-12,2026-08-19,4000000.0,Physical Inspection,494,494,494,6.6020600999015695,1.0687451936900256,-1,-0.07295618442233032,True
Rajya Sabha,Karnataka,Normal/Others,WS/MP092/2026-2027/275442-Purchase of hospital equipment,Smt. Nirmala Sitharaman (2022-28) (2022-2028),,2026-03-23,2026-08-04,44000000.0,Sanction,134,134,134,7.643452686356516,2.1101377801449726,-1,-0.07238773065846216,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18242/2025-2026/216762-Street lights,RAMBHUAL NISHAD,SULTANPUR,2025-07-10,2025-12-11,24641199.0,Work partially Completed,154,154,154,7.391661853682659,1.858346947471115,-1,-0.07225973757031656,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18233/2025-2026/180308-Lighting of public spaces,PRAVEEN PATEL,PHULPUR,2025-03-12,2025-08-12,20609400.0,Physical Inspection,153,153,153,7.314065369451456,1.7807504632399125,-1,-0.07225973757031656,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP165/2025-2026/160096-Construction of bus-sheds or bus-stops,Shri P. Chidambaram (2022-28) (2022-2028),,2024-12-19,2025-09-06,10000000.0,Vendor Identification,261,261,261,7.000000043429446,1.466685137217902,-1,-0.07221038533365742,True
Rajya Sabha,Madhya Pradesh,Normal/Others,WS/MP106/2025-2026/31155-Purchase Books for Library,Shri Vivek K. Tankha (2022-28) (2022-2028),,2023-10-04,2025-10-09,50000.0,Physical Inspection,736,736,736,4.698978690138799,-0.834336216072745,-1,-0.07215435581437513,True
Rajya Sabha,Odisha,Normal/Others,WS/MP134/2025-2026/239327-Setting up of laboratories,Shri Ashwini Vaishnaw (2024-30) (2024-2030),,2025-10-01,2026-02-03,49500000.0,Work partially Completed,125,125,125,7.694605207707195,2.161290301495651,-1,-0.07207824801399965,True
Lok Sabha,Tripura,Normal/Others,WS/MP18197/2025-2026/194520-Installing community drinking water plants,BIPLAB KUMAR DEB,TRIPURA WEST,2025-04-26,2025-11-04,11322689.0,Physical Inspection,192,192,192,7.053949617079369,1.5206347108678253,-1,-0.07197801279540816,True
Rajya Sabha,Kerala,Normal/Others,WS/MP096/2026-2027/145613-Purchase of furniture and fixtures for educational purposes,Shri Abdul Wahab (2021-27) (2021-2027),,2024-10-05,2026-08-04,49000.0,Physical Inspection,668,668,668,4.690204943090767,-0.843109963120777,-1,-0.0718255615899922,True
Rajya Sabha,Tamil Nadu,Normal/Others,WS/MP014/2025-2026/64653-Construction of buildings for crèches and anganwadies,Shri Ilaiyaraaja (2022-28) (2022-2028),,2023-12-18,2025-11-14,3000000.0,Work Completed,697,697,697,6.477121399484465,0.9438064932729215,-1,-0.07164045150833331,True
Lok Sabha,Jammu And Kashmir,Normal/Others,WS/MP18070/2025-2026/166162-Construction of community centers and community halls,MIAN ALTAF AHMAD,ANANTNAG,2025-01-17,2025-06-04,15000000.0,Vendor Identification,138,138,138,7.176091288008646,1.642776381797102,-1,-0.07149474518479493,True
Lok Sabha,Kerala,Normal/Others,"WS/MP18337/2026-2027/183604-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",K RADHAKRISHNAN,ALATHUR(SC),2025-03-18,2026-05-14,5170000.0,Sanction,422,422,422,6.713490627096736,1.1801757208851917,-1,-0.0713118890320944,True
Rajya Sabha,Gujarat,Normal/Others,"WS/MP892/2025-2026/196877-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Shri S. Jaishankar (2023-29) (2023-2029),,2025-05-05,2025-09-24,15080100.0,Sanction,142,142,142,7.178404250260266,1.6450893440487224,-1,-0.07116624841567232,True
Rajya Sabha,Punjab,Normal/Others,"WS/MP844/2024-2025/127389-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings",Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),,2024-03-13,2024-08-07,15060806.0,Physical Inspection,147,147,147,7.177848243196488,1.644533336984944,-1,-0.07116624841567232,True
Rajya Sabha,Puducherry,Normal/Others,"WS/MP139/2026-2027/103181-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri S. Selvaganabathy (2021-27) (2021-2027),,2024-02-12,2026-08-21,2930185.0,Physical Inspection,921,921,921,6.4668951890263875,0.9335802828148436,-1,-0.07098347472302036,True
Rajya Sabha,Kerala,Normal/Others,"WS/MP095/2025-2026/243539-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri A. A. Rahim (2022-28) (2022-2028),,2025-10-24,2026-02-03,14000000.0,Work partially Completed,102,102,102,7.146128066699271,1.6128131604877272,-1,-0.0709530353275366,True
Rajya Sabha,Karnataka,Normal/Others,WS/MP092/2024-2025/141524-Setting up of laboratories,Smt. Nirmala Sitharaman (2022-28) (2022-2028),,2024-09-18,2025-01-20,31900000.0,Physical Inspection,124,124,124,7.503790696671428,1.9704757904598837,-1,-0.07076409767127023,True
Rajya Sabha,Maharashtra,Normal/Others,WS/MP18292/2026-2027/145087-Street lights,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),,2024-10-01,2026-06-18,2999000.0,Physical Inspection,625,625,625,6.476976610572601,0.9436617043610571,-1,-0.07065520851429441,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP458/2025-2026/150048-Construction of community centers and community halls,Kanimozhi Karunanidhi,THOOTHUKKUDI,2024-11-02,2026-02-23,3999840.0,Physical Inspection,478,478,478,6.6020427277791915,1.0687278215676477,-1,-0.07065520851429441,True
Lok Sabha,Delhi,Normal/Others,WS/MP880/2025-2026/211190-Providing CCTV camera system for security of public areas,Manoj Tiwari,NORTH EAST DELHI,2025-06-22,2025-12-05,25217575.0,Vendor Identification,166,166,166,7.401703338366384,1.8683884321548403,-1,-0.07061701109826546,True
Rajya Sabha,Madhya Pradesh,Normal/Others,WS/MP103/2025-2026/232298-Construction of common work sheds/ common covered sitting area,Dr. Kavita Patidar (2022-28) (2022-2028),,2025-09-09,2025-12-19,15300000.0,Vendor Identification,101,101,101,7.184691459202858,1.651376552991314,-1,-0.0704788907369247,True
Rajya Sabha,West Bengal,Normal/Others,WS/MP888/2025-2026/145089-Lighting of public spaces,Shri Nagendra Ray (2023-29) (2023-2029),,2024-10-01,2025-10-29,5280444.0,Vendor Identification,393,393,393,6.722670523462004,1.1893556172504605,-1,-0.07037575538363772,True
Lok Sabha,Maharashtra,Normal/Others,"WS/MP18308/2025-2026/145431-Construction of roads, link roads, pathways or any other road with or without drainage system",RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,2024-10-08,2026-01-20,4000000.0,Vendor Identification,469,469,469,6.6020600999015695,1.0687451936900256,-1,-0.07032709033912987,True
Rajya Sabha,Puducherry,Normal/Others,WS/MP139/2025-2026/190119-Setting up of laboratories,Shri S. Selvaganabathy (2021-27) (2021-2027),,2025-04-09,2025-09-13,11810000.0,Work partially Completed,157,157,157,7.072249934386966,1.5389350281754224,-1,-0.06996095715766826,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP017/2026-2027/160023-Construction of road under bridge,S. Jagathrakshakan,ARAKKONAM,2024-12-19,2026-06-15,3389297.0,Physical Inspection,543,543,543,6.5301097553425125,0.9967948491309686,-1,-0.06967129782248838,True
Rajya Sabha,Kerala,Normal/Others,WS/MP094/2025-2026/159371-Construction of buildings for community cultural activities,Dr. V. Sivadasan (2021-27) (2021-2027),,2024-12-17,2026-01-09,5500000.0,Sanction,388,388,388,6.74036276845687,1.207047862245326,-1,-0.0693922225844249,True
Rajya Sabha,Uttar Pradesh,Normal/Others,WS/MP188/2024-2025/42013-Construction of buildings for sports facilities,Shri Jayant Chaudhary (2022-28) (2022-2028),,2023-10-30,2024-11-21,5305000.0,Work Completed,388,388,388,6.724685470102475,1.1913705638909313,-1,-0.0693922225844249,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18241/2025-2026/174147-Lighting of public spaces,RAKESH RATHOR,SITAPUR,2025-02-07,2025-06-27,11402495.0,Vendor Identification,140,140,140,7.05699992856233,1.5236850223507865,-1,-0.06887091514387678,True
Lok Sabha,West Bengal,Normal/Others,WS/MP18353/2025-2026/242169-Construction of community centers and community halls,RACHNA BANERJEE,HOOGHLY,2025-10-14,2026-02-18,11717344.0,Sanction,127,127,127,7.068829217273116,1.535514311061572,-1,-0.06840217518697089,True
Rajya Sabha,Odisha,Normal/Others,WS/MP134/2025-2026/232164-Development of public parks,Shri Ashwini Vaishnaw (2024-30) (2024-2030),,2025-09-08,2026-03-19,11100000.0,Sanction,192,192,192,7.045323017912285,1.512008111700741,-1,-0.06837029302893871,True
Rajya Sabha,Puducherry,Normal/Others,WS/MP139/2026-2027/197313-Construction of community centers and community halls,Shri S. Selvaganabathy (2021-27) (2021-2027),,2025-05-07,2026-08-28,3700000.0,Sanction,478,478,478,6.568201841443866,1.034886935232322,-1,-0.0683614862566676,True
Rajya Sabha,Uttar Pradesh,Normal/Others,WS/MP201/2025-2026/162408-Lighting of public spaces,Smt. Sangeeta Yadav (2022-28) (2022-2028),,2024-12-30,2025-04-03,19044000.0,Physical Inspection,94,94,94,7.279758195607266,1.7464432893957218,-1,-0.06831334072756934,True
Rajya Sabha,Kerala,Normal/Others,WS/MP094/2025-2026/215265-Construction of rooms and halls in school and colleges,Dr. V. Sivadasan (2021-27) (2021-2027),,2025-07-05,2026-01-09,10000000.0,Sanction,188,188,188,7.000000043429446,1.466685137217902,-1,-0.06804320524973839,True
Rajya Sabha,West Bengal,Normal/Others,"WS/MP888/2026-2027/251789-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Nagendra Ray (2023-29) (2023-2029),,2025-12-01,2026-08-19,9850044.0,Vendor Identification,261,261,261,6.9934382145795455,1.4601233083680016,-1,-0.0679472789240062,True
