sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
74,West Bengal,Constituency_15,MP_Name_15,WB/982/2021-2022/1074 - Construction of Roads facility,Drinking Water,22-02-2023,1903300
75,West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,Roads,18-03-2021,571321
76,West Bengal,Constituency_15,MP_Name_15,WB/606/2022-2023/1076 - Construction of Health facility,Drinking Water,30-08-2024,1239457
77,West Bengal,Constituency_15,MP_Name_15,WB/638/2023-2024/1077 - Construction of Sanitation facility,Education,18-11-2023,1672974
78,West Bengal,Constituency_15,MP_Name_15,WB/122/2023-2024/1078 - Construction of Electricity facility,Education,11-09-2023,660716
79,West Bengal,Constituency_15,MP_Name_15,WB/372/2021-2022/1079 - Construction of Drinking Water facility,Roads,13-11-2024,1781126
80,West Bengal,Constituency_15,MP_Name_15,WB/207/2022-2023/1080 - Construction of Electricity facility,Drinking Water,02-01-2024,1793295
81,Uttar Pradesh,Constituency_16,MP_Name_16,UP/270/2021-2022/1081 - Construction of Roads facility,Health,21-07-2022,605083
82,Uttar Pradesh,Constituency_16,MP_Name_16,UP/108/2021-2022/1082 - Construction of Education facility,Electricity,09-06-2024,877271
83,Uttar Pradesh,Constituency_16,MP_Name_16,UP/611/2023-2024/1083 - Construction of Electricity facility,Roads,11-06-2021,1207323
84,Uttar Pradesh,Constituency_16,MP_Name_16,UP/451/2023-2024/1084 - Construction of Sanitation facility,Roads,02-06-2022,1973849
85,Uttar Pradesh,Constituency_16,MP_Name_16,UP/468/2022-2023/1085 - Construction of Education facility,Health,28-08-2022,834043
86,West Bengal,Constituency_17,MP_Name_17,WB/726/2021-2022/1086 - Construction of Sanitation facility,Health,07-08-2024,571119
87,West Bengal,Constituency_17,MP_Name_17,WB/800/2022-2023/1087 - Construction of Education facility,Health,29-09-2022,945468
88,West Bengal,Constituency_17,MP_Name_17,WB/690/2023-2024/1088 - Construction of Electricity facility,Sanitation,25-06-2024,1411281
89,West Bengal,Constituency_17,MP_Name_17,WB/322/2023-2024/1089 - Construction of Electricity facility,Sanitation,28-09-2022,1402162
90,West Bengal,Constituency_17,MP_Name_17,WB/806/2023-2024/1090 - Construction of Electricity facility,Education,06-03-2023,1593432
91,West Bengal,Constituency_17,MP_Name_17,WB/424/2022-2023/1091 - Construction of Education facility,Health,09-10-2022,1595097
92,West Bengal,Constituency_17,MP_Name_17,WB/374/2023-2024/1092 - Construction of Electricity facility,Sanitation,22-05-2023,1371608
93,West Bengal,Constituency_18,MP_Name_18,WB/585/2023-2024/1093 - Construction of Sanitation facility,Health,14-04-2021,640878
94,West Bengal,Constituency_18,MP_Name_18,WB/793/2023-2024/1094 - Construction of Education facility,Electricity,17-08-2024,1185892
95,West Bengal,Constituency_18,MP_Name_18,WB/472/2022-2023/1095 - Construction of Roads facility,Electricity,29-04-2024,1777940
96,West Bengal,Constituency_18,MP_Name_18,WB/847/2021-2022/1096 - Construction of Sanitation facility,Drinking Water,19-12-2024,573897
97,Karnataka,Constituency_19,MP_Name_19,KA/882/2021-2022/1097 - Construction of Roads facility,Drinking Water,26-01-2021,1030504
98,Karnataka,Constituency_19,MP_Name_19,KA/656/2023-2024/1098 - Construction of Sanitation facility,Roads,22-09-2022,1252421
99,Karnataka,Constituency_19,MP_Name_19,KA/233/2023-2024/1099 - Construction of Drinking Water facility,Electricity,21-06-2024,1123459
100,Karnataka,Constituency_19,MP_Name_19,KA/976/2023-2024/1100 - Construction of Roads facility,Roads,10-03-2021,1822396
101,Karnataka,Constituency_19,MP_Name_19,KA/452/2021-2022/1101 - Construction of Drinking Water facility,Sanitation,18-06-2022,1634441
102,Karnataka,Constituency_19,MP_Name_19,KA/993/2021-2022/1102 - Construction of Electricity facility,Roads,25-06-2022,665037
103,Karnataka,Constituency_19,MP_Name_19,KA/116/2021-2022/1103 - Construction of Health facility,Health,24-06-2024,1222518
104,Tamil Nadu,Constituency_20,MP_Name_20,TN/258/2021-2022/1104 - Construction of Drinking Water facility,Roads,06-05-2022,703735
105,Tamil Nadu,Constituency_20,MP_Name_20,TN/251/2021-2022/1105 - Construction of Roads facility,Roads,21-12-2022,1263709
106,Tamil Nadu,Constituency_20,MP_Name_20,TN/205/2022-2023/1106 - Construction of Sanitation facility,Electricity,18-04-2024,1043840
107,Tamil Nadu,Constituency_20,MP_Name_20,TN/841/2023-2024/1107 - Construction of Sanitation facility,Drinking Water,06-04-2021,552025
108,Madhya Pradesh,Constituency_21,MP_Name_21,MP/554/2023-2024/1108 - Construction of Drinking Water facility,Electricity,24-10-2022,1294067
109,Madhya Pradesh,Constituency_21,MP_Name_21,MP/310/2022-2023/1109 - Construction of Drinking Water facility,Roads,31-05-2023,1453938
110,Madhya Pradesh,Constituency_21,MP_Name_21,MP/564/2023-2024/1110 - Construction of Roads facility,Sanitation,17-08-2023,604575
111,Madhya Pradesh,Constituency_21,MP_Name_21,MP/407/2023-2024/1111 - Construction of Roads facility,Electricity,30-01-2023,1589556
112,Madhya Pradesh,Constituency_21,MP_Name_21,MP/465/2023-2024/1112 - Construction of Sanitation facility,Roads,25-07-2022,1751169
113,Madhya Pradesh,Constituency_21,MP_Name_21,MP/666/2021-2022/1113 - Construction of Electricity facility,Roads,21-02-2023,1751603
114,Madhya Pradesh,Constituency_21,MP_Name_21,MP/124/2021-2022/1114 - Construction of Roads facility,Roads,24-05-2023,1959868
115,Gujarat,Constituency_22,MP_Name_22,GJ/574/2021-2022/1115 - Construction of Drinking Water facility,Roads,27-11-2021,995600
116,Gujarat,Constituency_22,MP_Name_22,GJ/226/2022-2023/1116 - Construction of Education facility,Drinking Water,10-11-2021,1940466
117,Gujarat,Constituency_22,MP_Name_22,GJ/969/2021-2022/1117 - Construction of Health facility,Sanitation,27-02-2023,1756340
118,Gujarat,Constituency_22,MP_Name_22,GJ/230/2022-2023/1118 - Construction of Electricity facility,Education,05-12-2023,1179955
119,Maharashtra,Constituency_23,MP_Name_23,MH/197/2021-2022/1119 - Construction of Sanitation facility,Education,17-06-2023,1468874
120,Maharashtra,Constituency_23,MP_Name_23,MH/915/2021-2022/1120 - Construction of Education facility,Sanitation,24-01-2024,1127796
121,Maharashtra,Constituency_23,MP_Name_23,MH/136/2021-2022/1121 - Construction of Health facility,Education,13-08-2024,1484128
122,Maharashtra,Constituency_23,MP_Name_23,MH/618/2022-2023/1122 - Construction of Sanitation facility,Sanitation,04-04-2022,1103328
123,Karnataka,Constituency_24,MP_Name_24,KA/962/2023-2024/1123 - Construction of Roads facility,Electricity,01-02-2022,1774683
124,Karnataka,Constituency_24,MP_Name_24,KA/277/2022-2023/1124 - Construction of Education facility,Electricity,06-07-2024,811247
125,Karnataka,Constituency_24,MP_Name_24,KA/852/2023-2024/1125 - Construction of Sanitation facility,Roads,24-02-2023,724234
126,Karnataka,Constituency_24,MP_Name_24,KA/940/2021-2022/1126 - Construction of Health facility,Roads,04-05-2022,1614127
127,Karnataka,Constituency_24,MP_Name_24,KA/449/2023-2024/1127 - Construction of Electricity facility,Roads,19-07-2022,1372931
128,Gujarat,Constituency_25,MP_Name_25,GJ/226/2022-2023/1128 - Construction of Drinking Water facility,Electricity,13-08-2022,885671
129,Gujarat,Constituency_25,MP_Name_25,GJ/489/2021-2022/1129 - Construction of Sanitation facility,Drinking Water,22-06-2021,856711
130,Gujarat,Constituency_25,MP_Name_25,GJ/727/2021-2022/1130 - Construction of Sanitation facility,Drinking Water,13-01-2021,1167592
131,Gujarat,Constituency_25,MP_Name_25,GJ/295/2022-2023/1131 - Construction of Roads facility,Education,29-12-2023,832337
132,Gujarat,Constituency_25,MP_Name_25,GJ/541/2023-2024/1132 - Construction of Electricity facility,Education,27-09-2023,607352
133,Gujarat,Constituency_25,MP_Name_25,GJ/169/2023-2024/1133 - Construction of Electricity facility,Health,23-07-2022,600145
134,Gujarat,Constituency_25,MP_Name_25,GJ/376/2023-2024/1134 - Construction of Education facility,Roads,04-11-2022,983101
135,Gujarat,Constituency_25,MP_Name_25,GJ/391/2022-2023/1135 - Construction of Education facility,Electricity,29-05-2024,1392233
136,Rajasthan,Constituency_26,MP_Name_26,RJ/457/2022-2023/1136 - Construction of Health facility,Drinking Water,28-04-2023,1243702
137,Rajasthan,Constituency_26,MP_Name_26,RJ/530/2023-2024/1137 - Construction of Health facility,Sanitation,20-06-2022,1835230
138,Rajasthan,Constituency_26,MP_Name_26,RJ/491/2023-2024/1138 - Construction of Electricity facility,Roads,20-07-2024,1731181
139,Rajasthan,Constituency_26,MP_Name_26,RJ/275/2023-2024/1139 - Construction of Sanitation facility,Health,17-03-2022,810565
140,Rajasthan,Constituency_26,MP_Name_26,RJ/560/2023-2024/1140 - Construction of Health facility,Health,07-08-2024,1262883
141,Rajasthan,Constituency_26,MP_Name_26,RJ/377/2023-2024/1141 - Construction of Education facility,Sanitation,06-01-2024,1642718
142,Gujarat,Constituency_27,MP_Name_27,GJ/447/2023-2024/1142 - Construction of Roads facility,Roads,08-04-2022,870751
143,Gujarat,Constituency_27,MP_Name_27,GJ/821/2021-2022/1143 - Construction of Sanitation facility,Roads,18-06-2024,1615513
144,Gujarat,Constituency_27,MP_Name_27,GJ/357/2021-2022/1144 - Construction of Roads facility,Sanitation,11-11-2024,1543856
145,Bihar,Constituency_28,MP_Name_28,BR/527/2021-2022/1145 - Construction of Sanitation facility,Education,28-11-2022,1171739
146,Bihar,Constituency_28,MP_Name_28,BR/182/2022-2023/1146 - Construction of Sanitation facility,Electricity,25-10-2024,1895729
147,Bihar,Constituency_28,MP_Name_28,BR/761/2023-2024/1147 - Construction of Roads facility,Drinking Water,01-03-2024,1345576
148,Bihar,Constituency_28,MP_Name_28,BR/293/2021-2022/1148 - Construction of Sanitation facility,Electricity,26-05-2024,779283
149,Bihar,Constituency_28,MP_Name_28,BR/772/2021-2022/1149 - Construction of Electricity facility,Education,11-02-2021,1392340
150,Tamil Nadu,Constituency_29,MP_Name_29,TN/312/2023-2024/1150 - Construction of Drinking Water facility,Sanitation,23-02-2024,1866860
151,Tamil Nadu,Constituency_29,MP_Name_29,TN/501/2023-2024/1151 - Construction of Drinking Water facility,Health,11-01-2023,1790050
152,Tamil Nadu,Constituency_29,MP_Name_29,TN/955/2021-2022/1152 - Construction of Drinking Water facility,Electricity,30-07-2024,1255685
153,Tamil Nadu,Constituency_29,MP_Name_29,TN/939/2022-2023/1153 - Construction of Sanitation facility,Sanitation,24-06-2021,616660
154,Tamil Nadu,Constituency_29,MP_Name_29,TN/787/2023-2024/1154 - Construction of Electricity facility,Education,25-06-2024,1687969
155,Tamil Nadu,Constituency_29,MP_Name_29,TN/821/2023-2024/1155 - Construction of Drinking Water facility,Education,29-05-2022,1183111
156,Tamil Nadu,Constituency_29,MP_Name_29,TN/442/2021-2022/1156 - Construction of Health facility,Electricity,09-03-2022,1362209
157,Tamil Nadu,Constituency_29,MP_Name_29,TN/856/2021-2022/1157 - Construction of Drinking Water facility,Roads,21-08-2024,835780
158,Maharashtra,Constituency_30,MP_Name_30,MH/603/2022-2023/1158 - Construction of Electricity facility,Sanitation,24-10-2024,1844388
159,Maharashtra,Constituency_30,MP_Name_30,MH/258/2021-2022/1159 - Construction of Drinking Water facility,Health,25-09-2023,1601117
160,Maharashtra,Constituency_30,MP_Name_30,MH/584/2023-2024/1160 - Construction of Drinking Water facility,Health,16-09-2022,1967125
161,Maharashtra,Constituency_30,MP_Name_30,MH/916/2022-2023/1161 - Construction of Health facility,Drinking Water,12-11-2024,1908639
162,Maharashtra,Constituency_30,MP_Name_30,MH/347/2022-2023/1162 - Construction of Health facility,Health,19-10-2022,522808
163,Maharashtra,Constituency_30,MP_Name_30,MH/930/2022-2023/1163 - Construction of Health facility,Electricity,21-01-2022,1660064
164,Maharashtra,Constituency_30,MP_Name_30,MH/380/2023-2024/1164 - Construction of Sanitation facility,Health,14-11-2024,920664
165,Delhi,Constituency_31,MP_Name_31,DL/525/2021-2022/1165 - Construction of Education facility,Roads,30-07-2024,1652543
166,Delhi,Constituency_31,MP_Name_31,DL/699/2022-2023/1166 - Construction of Education facility,Sanitation,25-06-2024,700276
167,Delhi,Constituency_31,MP_Name_31,DL/569/2021-2022/1167 - Construction of Electricity facility,Roads,01-03-2021,1925816
168,Delhi,Constituency_31,MP_Name_31,DL/903/2021-2022/1168 - Construction of Roads facility,Roads,25-11-2022,849487
169,Delhi,Constituency_31,MP_Name_31,DL/408/2021-2022/1169 - Construction of Sanitation facility,Sanitation,26-05-2022,847069
170,Delhi,Constituency_31,MP_Name_31,DL/393/2021-2022/1170 - Construction of Education facility,Sanitation,04-06-2022,1425107
171,Delhi,Constituency_31,MP_Name_31,DL/905/2021-2022/1171 - Construction of Electricity facility,Sanitation,05-09-2024,594618
172,Tamil Nadu,Constituency_32,MP_Name_32,TN/358/2022-2023/1172 - Construction of Education facility,Health,30-04-2022,1581160
173,Tamil Nadu,Constituency_32,MP_Name_32,TN/842/2023-2024/1173 - Construction of Electricity facility,Health,09-11-2024,1389656
174,Tamil Nadu,Constituency_32,MP_Name_32,TN/335/2023-2024/1174 - Construction of Health facility,Roads,13-09-2021,1193930
175,Tamil Nadu,Constituency_32,MP_Name_32,TN/617/2021-2022/1175 - Construction of Sanitation facility,Sanitation,01-01-2022,1377260
176,Tamil Nadu,Constituency_32,MP_Name_32,TN/419/2021-2022/1176 - Construction of Sanitation facility,Education,22-03-2024,1421370
177,Tamil Nadu,Constituency_33,MP_Name_33,TN/539/2021-2022/1177 - Construction of Electricity facility,Education,16-11-2023,1941265
178,Tamil Nadu,Constituency_33,MP_Name_33,TN/648/2021-2022/1178 - Construction of Education facility,Education,08-01-2022,519099
179,Tamil Nadu,Constituency_33,MP_Name_33,TN/802/2022-2023/1179 - Construction of Education facility,Roads,12-12-2024,1206188
180,Rajasthan,Constituency_34,MP_Name_34,RJ/721/2021-2022/1180 - Construction of Sanitation facility,Sanitation,17-07-2022,1183470
181,Rajasthan,Constituency_34,MP_Name_34,RJ/951/2023-2024/1181 - Construction of Education facility,Electricity,29-11-2021,1077402
182,Rajasthan,Constituency_34,MP_Name_34,RJ/988/2023-2024/1182 - Construction of Sanitation facility,Sanitation,15-12-2021,1768984
183,Rajasthan,Constituency_34,MP_Name_34,RJ/936/2022-2023/1183 - Construction of Drinking Water facility,Electricity,04-06-2021,885781
184,Rajasthan,Constituency_35,MP_Name_35,RJ/385/2022-2023/1184 - Construction of Drinking Water facility,Roads,22-09-2022,1684007
185,Rajasthan,Constituency_35,MP_Name_35,RJ/779/2023-2024/1185 - Construction of Drinking Water facility,Education,15-01-2023,637884
186,Rajasthan,Constituency_35,MP_Name_35,RJ/968/2022-2023/1186 - Construction of Education facility,Education,13-08-2024,604487
187,West Bengal,Constituency_36,MP_Name_36,WB/494/2023-2024/1187 - Construction of Education facility,Roads,02-07-2022,566808
188,West Bengal,Constituency_36,MP_Name_36,WB/550/2022-2023/1188 - Construction of Electricity facility,Roads,18-03-2022,1328241
189,West Bengal,Constituency_36,MP_Name_36,WB/126/2021-2022/1189 - Construction of Sanitation facility,Electricity,12-05-2022,1870291
190,West Bengal,Constituency_36,MP_Name_36,WB/768/2023-2024/1190 - Construction of Drinking Water facility,Drinking Water,25-03-2021,553581
191,West Bengal,Constituency_36,MP_Name_36,WB/692/2022-2023/1191 - Construction of Roads facility,Electricity,06-10-2023,559374
192,West Bengal,Constituency_36,MP_Name_36,WB/742/2023-2024/1192 - Construction of Drinking Water facility,Roads,25-10-2023,1713681
193,West Bengal,Constituency_36,MP_Name_36,WB/853/2022-2023/1193 - Construction of Drinking Water facility,Drinking Water,27-06-2024,1088682
194,Karnataka,Constituency_37,MP_Name_37,KA/771/2021-2022/1194 - Construction of Sanitation facility,Sanitation,19-09-2022,1343812
195,Karnataka,Constituency_37,MP_Name_37,KA/576/2023-2024/1195 - Construction of Drinking Water facility,Sanitation,28-11-2022,921536
196,Karnataka,Constituency_37,MP_Name_37,KA/717/2022-2023/1196 - Construction of Sanitation facility,Roads,26-05-2022,591119
197,Karnataka,Constituency_37,MP_Name_37,KA/174/2023-2024/1197 - Construction of Roads facility,Roads,20-05-2022,1249176
198,Karnataka,Constituency_37,MP_Name_37,KA/226/2023-2024/1198 - Construction of Sanitation facility,Sanitation,09-01-2022,607465
199,Karnataka,Constituency_37,MP_Name_37,KA/706/2022-2023/1199 - Construction of Sanitation facility,Education,12-01-2022,1373575
200,Karnataka,Constituency_37,MP_Name_37,KA/150/2021-2022/1200 - Construction of Sanitation facility,Education,05-07-2024,1589800
201,Karnataka,Constituency_37,MP_Name_37,KA/880/2021-2022/1201 - Construction of Roads facility,Roads,27-04-2021,1495129
202,Tamil Nadu,Constituency_38,MP_Name_38,TN/768/2021-2022/1202 - Construction of Education facility,Sanitation,10-01-2024,1953410
203,Tamil Nadu,Constituency_38,MP_Name_38,TN/320/2022-2023/1203 - Construction of Drinking Water facility,Education,10-02-2024,1745310
204,Tamil Nadu,Constituency_38,MP_Name_38,TN/917/2023-2024/1204 - Construction of Health facility,Education,03-05-2024,1121837
205,Tamil Nadu,Constituency_38,MP_Name_38,TN/799/2023-2024/1205 - Construction of Education facility,Sanitation,25-07-2023,746368
206,Tamil Nadu,Constituency_38,MP_Name_38,TN/558/2021-2022/1206 - Construction of Electricity facility,Sanitation,24-03-2024,1669331
207,Tamil Nadu,Constituency_38,MP_Name_38,TN/447/2023-2024/1207 - Construction of Health facility,Electricity,28-08-2024,1566694
208,Gujarat,Constituency_39,MP_Name_39,GJ/509/2022-2023/1208 - Construction of Education facility,Electricity,23-12-2024,1440495
209,Gujarat,Constituency_39,MP_Name_39,GJ/637/2023-2024/1209 - Construction of Electricity facility,Electricity,05-07-2022,1190659
210,Gujarat,Constituency_39,MP_Name_39,GJ/156/2021-2022/1210 - Construction of Health facility,Drinking Water,15-12-2024,1272708
211,Gujarat,Constituency_39,MP_Name_39,GJ/601/2021-2022/1211 - Construction of Electricity facility,Education,02-02-2022,1301368
212,Maharashtra,Constituency_40,MP_Name_40,MH/587/2021-2022/1212 - Construction of Roads facility,Roads,30-06-2023,567855
