sr_no,state,constituency,mp_name,work,vendor_name,expenditure_date,fund_disbursed_amount
98,Madhya Pradesh,Constituency_7,MP_Name_7,MP/295/2021-2022/1040 - Construction of Electricity facility,XYZ Builders,06-07-2023,106438
99,Maharashtra,Constituency_8,MP_Name_8,MH/429/2021-2022/1041 - Construction of Health facility,BuildWell Pvt Ltd,08-07-2023,491946
100,Maharashtra,Constituency_8,MP_Name_8,MH/493/2023-2024/1042 - Construction of Roads facility,National Infra Corp,22-08-2022,430885
101,Maharashtra,Constituency_8,MP_Name_8,MH/789/2021-2022/1043 - Construction of Roads facility,ABC Constructions,06-03-2024,210513
102,Maharashtra,Constituency_8,MP_Name_8,MH/789/2021-2022/1043 - Construction of Roads facility,Shree Constructions,18-02-2023,143950
103,Maharashtra,Constituency_8,MP_Name_8,MH/789/2021-2022/1043 - Construction of Roads facility,BuildWell Pvt Ltd,08-03-2022,236831
104,Maharashtra,Constituency_8,MP_Name_8,MH/669/2022-2023/1044 - Construction of Education facility,State PWD,30-05-2024,189344
105,Maharashtra,Constituency_8,MP_Name_8,MH/669/2022-2023/1044 - Construction of Education facility,XYZ Builders,06-03-2024,143268
106,Maharashtra,Constituency_8,MP_Name_8,MH/669/2022-2023/1044 - Construction of Education facility,BuildWell Pvt Ltd,13-05-2024,83115
107,Maharashtra,Constituency_8,MP_Name_8,MH/669/2022-2023/1044 - Construction of Education facility,Rural Works Dept,02-06-2021,359700
108,Maharashtra,Constituency_8,MP_Name_8,MH/209/2022-2023/1045 - Construction of Education facility,XYZ Builders,28-11-2022,243913
109,Maharashtra,Constituency_8,MP_Name_8,MH/209/2022-2023/1045 - Construction of Education facility,Global Infra Ltd,16-05-2024,218702
110,Maharashtra,Constituency_8,MP_Name_8,MH/209/2022-2023/1045 - Construction of Education facility,Shree Constructions,10-05-2023,233710
111,Maharashtra,Constituency_8,MP_Name_8,MH/209/2022-2023/1045 - Construction of Education facility,XYZ Builders,29-04-2021,389530
112,Maharashtra,Constituency_8,MP_Name_8,MH/295/2023-2024/1046 - Construction of Electricity facility,State PWD,22-03-2023,492270
113,Maharashtra,Constituency_8,MP_Name_8,MH/295/2023-2024/1046 - Construction of Electricity facility,BuildWell Pvt Ltd,27-09-2021,169062
114,Maharashtra,Constituency_8,MP_Name_8,MH/295/2023-2024/1046 - Construction of Electricity facility,National Infra Corp,06-09-2022,139493
115,Delhi,Constituency_9,MP_Name_9,DL/920/2021-2022/1047 - Construction of Health facility,XYZ Builders,03-10-2023,307241
116,Delhi,Constituency_9,MP_Name_9,DL/263/2022-2023/1048 - Construction of Health facility,BuildWell Pvt Ltd,23-10-2024,316875
117,Delhi,Constituency_9,MP_Name_9,DL/263/2022-2023/1048 - Construction of Health facility,Rural Works Dept,09-03-2023,207841
118,Delhi,Constituency_9,MP_Name_9,DL/263/2022-2023/1048 - Construction of Health facility,ABC Constructions,26-04-2024,464402
119,Delhi,Constituency_9,MP_Name_9,DL/155/2021-2022/1049 - Construction of Education facility,XYZ Builders,07-05-2024,397643
120,Delhi,Constituency_9,MP_Name_9,DL/155/2021-2022/1049 - Construction of Education facility,BuildWell Pvt Ltd,21-11-2022,181324
121,Delhi,Constituency_9,MP_Name_9,DL/155/2021-2022/1049 - Construction of Education facility,State PWD,06-04-2022,336114
122,Delhi,Constituency_9,MP_Name_9,DL/155/2021-2022/1049 - Construction of Education facility,Global Infra Ltd,23-03-2023,318604
123,Delhi,Constituency_9,MP_Name_9,DL/437/2021-2022/1050 - Construction of Drinking Water facility,BuildWell Pvt Ltd,25-12-2023,298219
124,Delhi,Constituency_9,MP_Name_9,DL/314/2023-2024/1051 - Construction of Roads facility,State PWD,11-01-2022,161396
125,Delhi,Constituency_9,MP_Name_9,DL/314/2023-2024/1051 - Construction of Roads facility,Rural Works Dept,26-09-2023,221888
126,Delhi,Constituency_9,MP_Name_9,DL/314/2023-2024/1051 - Construction of Roads facility,Shree Constructions,23-01-2021,325279
127,Delhi,Constituency_9,MP_Name_9,DL/314/2023-2024/1051 - Construction of Roads facility,National Infra Corp,04-12-2022,477961
128,Delhi,Constituency_10,MP_Name_10,DL/383/2023-2024/1052 - Construction of Health facility,BuildWell Pvt Ltd,30-04-2024,346955
129,Delhi,Constituency_10,MP_Name_10,DL/993/2023-2024/1053 - Construction of Roads facility,National Infra Corp,25-10-2021,403960
130,Delhi,Constituency_10,MP_Name_10,DL/993/2023-2024/1053 - Construction of Roads facility,Rural Works Dept,28-12-2023,437659
131,Delhi,Constituency_10,MP_Name_10,DL/373/2023-2024/1054 - Construction of Education facility,Shree Constructions,15-10-2024,255137
132,Delhi,Constituency_10,MP_Name_10,DL/373/2023-2024/1054 - Construction of Education facility,XYZ Builders,07-02-2024,442452
133,Delhi,Constituency_10,MP_Name_10,DL/373/2023-2024/1054 - Construction of Education facility,Rural Works Dept,24-11-2024,193528
134,Delhi,Constituency_10,MP_Name_10,DL/373/2023-2024/1054 - Construction of Education facility,State PWD,14-01-2022,360720
135,Delhi,Constituency_10,MP_Name_10,DL/754/2023-2024/1055 - Construction of Roads facility,State PWD,04-04-2022,274328
136,Delhi,Constituency_10,MP_Name_10,DL/312/2023-2024/1056 - Construction of Drinking Water facility,Global Infra Ltd,12-02-2021,79981
137,Delhi,Constituency_10,MP_Name_10,DL/312/2023-2024/1056 - Construction of Drinking Water facility,XYZ Builders,04-02-2024,407116
138,Delhi,Constituency_10,MP_Name_10,DL/932/2023-2024/1057 - Construction of Drinking Water facility,ABC Constructions,09-11-2024,473961
139,Delhi,Constituency_10,MP_Name_10,DL/384/2023-2024/1058 - Construction of Drinking Water facility,Shree Constructions,10-03-2023,200692
140,Delhi,Constituency_10,MP_Name_10,DL/384/2023-2024/1058 - Construction of Drinking Water facility,BuildWell Pvt Ltd,24-12-2021,419920
141,Madhya Pradesh,Constituency_11,MP_Name_11,MP/336/2021-2022/1059 - Construction of Drinking Water facility,ABC Constructions,15-02-2021,303580
142,Madhya Pradesh,Constituency_11,MP_Name_11,MP/336/2021-2022/1059 - Construction of Drinking Water facility,XYZ Builders,23-06-2024,71485
143,Madhya Pradesh,Constituency_11,MP_Name_11,MP/151/2022-2023/1060 - Construction of Roads facility,Global Infra Ltd,16-12-2022,131466
144,Madhya Pradesh,Constituency_11,MP_Name_11,MP/461/2022-2023/1061 - Construction of Roads facility,Shree Constructions,19-03-2022,340318
145,Madhya Pradesh,Constituency_11,MP_Name_11,MP/461/2022-2023/1061 - Construction of Roads facility,Global Infra Ltd,15-07-2024,139006
146,Madhya Pradesh,Constituency_11,MP_Name_11,MP/461/2022-2023/1061 - Construction of Roads facility,National Infra Corp,29-06-2024,273390
147,Madhya Pradesh,Constituency_11,MP_Name_11,MP/461/2022-2023/1061 - Construction of Roads facility,National Infra Corp,27-11-2021,106265
148,Delhi,Constituency_12,MP_Name_12,DL/140/2023-2024/1062 - Construction of Electricity facility,BuildWell Pvt Ltd,10-11-2021,411443
149,Delhi,Constituency_12,MP_Name_12,DL/140/2023-2024/1062 - Construction of Electricity facility,Global Infra Ltd,08-09-2024,261857
150,Delhi,Constituency_12,MP_Name_12,DL/467/2022-2023/1063 - Construction of Sanitation facility,BuildWell Pvt Ltd,27-04-2022,486930
151,Delhi,Constituency_12,MP_Name_12,DL/467/2022-2023/1063 - Construction of Sanitation facility,Shree Constructions,10-07-2023,387616
152,Delhi,Constituency_12,MP_Name_12,DL/467/2022-2023/1063 - Construction of Sanitation facility,Rural Works Dept,19-10-2022,126739
153,Delhi,Constituency_12,MP_Name_12,DL/467/2022-2023/1063 - Construction of Sanitation facility,Rural Works Dept,28-02-2023,372243
154,Delhi,Constituency_12,MP_Name_12,DL/438/2021-2022/1064 - Construction of Health facility,XYZ Builders,30-07-2024,154410
155,Delhi,Constituency_12,MP_Name_12,DL/438/2021-2022/1064 - Construction of Health facility,Shree Constructions,12-06-2022,111451
156,Delhi,Constituency_12,MP_Name_12,DL/438/2021-2022/1064 - Construction of Health facility,BuildWell Pvt Ltd,08-04-2024,81860
157,Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,XYZ Builders,02-12-2024,240472
158,Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,National Infra Corp,14-05-2022,267150
159,Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,Rural Works Dept,25-02-2021,241851
160,Madhya Pradesh,Constituency_13,MP_Name_13,MP/481/2021-2022/1065 - Construction of Roads facility,Shree Constructions,06-01-2024,394174
161,Madhya Pradesh,Constituency_13,MP_Name_13,MP/991/2023-2024/1066 - Construction of Sanitation facility,National Infra Corp,24-02-2022,197879
162,Madhya Pradesh,Constituency_13,MP_Name_13,MP/991/2023-2024/1066 - Construction of Sanitation facility,ABC Constructions,02-04-2021,403136
163,Madhya Pradesh,Constituency_13,MP_Name_13,MP/991/2023-2024/1066 - Construction of Sanitation facility,Shree Constructions,15-02-2021,177162
164,Madhya Pradesh,Constituency_13,MP_Name_13,MP/273/2022-2023/1067 - Construction of Education facility,Shree Constructions,15-12-2023,488926
165,Madhya Pradesh,Constituency_13,MP_Name_13,MP/273/2022-2023/1067 - Construction of Education facility,National Infra Corp,04-12-2024,362309
166,Madhya Pradesh,Constituency_13,MP_Name_13,MP/273/2022-2023/1067 - Construction of Education facility,Global Infra Ltd,29-10-2024,88041
167,Uttar Pradesh,Constituency_14,MP_Name_14,UP/410/2021-2022/1068 - Construction of Drinking Water facility,Global Infra Ltd,11-08-2023,436646
168,Uttar Pradesh,Constituency_14,MP_Name_14,UP/410/2021-2022/1068 - Construction of Drinking Water facility,XYZ Builders,26-09-2023,81839
169,Uttar Pradesh,Constituency_14,MP_Name_14,UP/410/2021-2022/1068 - Construction of Drinking Water facility,ABC Constructions,27-01-2023,431187
170,Uttar Pradesh,Constituency_14,MP_Name_14,UP/532/2023-2024/1069 - Construction of Education facility,State PWD,23-07-2021,309804
171,Uttar Pradesh,Constituency_14,MP_Name_14,UP/532/2023-2024/1069 - Construction of Education facility,Global Infra Ltd,30-10-2021,471883
172,Uttar Pradesh,Constituency_14,MP_Name_14,UP/224/2023-2024/1070 - Construction of Education facility,ABC Constructions,04-10-2024,88957
173,Uttar Pradesh,Constituency_14,MP_Name_14,UP/224/2023-2024/1070 - Construction of Education facility,National Infra Corp,12-01-2024,455143
174,Uttar Pradesh,Constituency_14,MP_Name_14,UP/224/2023-2024/1070 - Construction of Education facility,State PWD,13-08-2022,222035
175,Uttar Pradesh,Constituency_14,MP_Name_14,UP/224/2023-2024/1070 - Construction of Education facility,Shree Constructions,21-02-2022,412906
176,Uttar Pradesh,Constituency_14,MP_Name_14,UP/100/2023-2024/1071 - Construction of Drinking Water facility,ABC Constructions,14-08-2023,486703
177,Uttar Pradesh,Constituency_14,MP_Name_14,UP/666/2021-2022/1072 - Construction of Drinking Water facility,National Infra Corp,14-02-2023,433284
178,Uttar Pradesh,Constituency_14,MP_Name_14,UP/666/2021-2022/1072 - Construction of Drinking Water facility,ABC Constructions,10-09-2023,255077
179,Uttar Pradesh,Constituency_14,MP_Name_14,UP/666/2021-2022/1072 - Construction of Drinking Water facility,State PWD,09-07-2024,369587
180,Uttar Pradesh,Constituency_14,MP_Name_14,UP/119/2022-2023/1073 - Construction of Health facility,XYZ Builders,05-10-2024,90985
181,West Bengal,Constituency_15,MP_Name_15,WB/982/2021-2022/1074 - Construction of Roads facility,ABC Constructions,06-05-2023,136296
182,West Bengal,Constituency_15,MP_Name_15,WB/982/2021-2022/1074 - Construction of Roads facility,Shree Constructions,16-01-2022,355989
183,West Bengal,Constituency_15,MP_Name_15,WB/982/2021-2022/1074 - Construction of Roads facility,BuildWell Pvt Ltd,29-08-2024,327151
184,West Bengal,Constituency_15,MP_Name_15,WB/982/2021-2022/1074 - Construction of Roads facility,Global Infra Ltd,20-03-2024,139301
185,West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,Global Infra Ltd,08-09-2023,337913
186,West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,XYZ Builders,21-12-2022,293043
187,West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,Shree Constructions,25-09-2021,371318
188,West Bengal,Constituency_15,MP_Name_15,WB/959/2021-2022/1075 - Construction of Sanitation facility,XYZ Builders,23-11-2021,358598
189,West Bengal,Constituency_15,MP_Name_15,WB/606/2022-2023/1076 - Construction of Health facility,State PWD,23-10-2024,117719
190,West Bengal,Constituency_15,MP_Name_15,WB/638/2023-2024/1077 - Construction of Sanitation facility,XYZ Builders,19-02-2021,175797
191,West Bengal,Constituency_15,MP_Name_15,WB/638/2023-2024/1077 - Construction of Sanitation facility,Shree Constructions,19-10-2024,270319
192,West Bengal,Constituency_15,MP_Name_15,WB/638/2023-2024/1077 - Construction of Sanitation facility,Shree Constructions,21-11-2023,457876
193,West Bengal,Constituency_15,MP_Name_15,WB/122/2023-2024/1078 - Construction of Electricity facility,National Infra Corp,17-12-2021,447593
194,West Bengal,Constituency_15,MP_Name_15,WB/122/2023-2024/1078 - Construction of Electricity facility,BuildWell Pvt Ltd,17-09-2023,168504
195,West Bengal,Constituency_15,MP_Name_15,WB/122/2023-2024/1078 - Construction of Electricity facility,State PWD,07-06-2023,83829
196,West Bengal,Constituency_15,MP_Name_15,WB/372/2021-2022/1079 - Construction of Drinking Water facility,ABC Constructions,22-02-2022,341466
197,West Bengal,Constituency_15,MP_Name_15,WB/372/2021-2022/1079 - Construction of Drinking Water facility,Rural Works Dept,21-03-2023,323832
198,West Bengal,Constituency_15,MP_Name_15,WB/372/2021-2022/1079 - Construction of Drinking Water facility,National Infra Corp,08-03-2021,206662
199,West Bengal,Constituency_15,MP_Name_15,WB/207/2022-2023/1080 - Construction of Electricity facility,Shree Constructions,10-07-2024,474640
200,West Bengal,Constituency_15,MP_Name_15,WB/207/2022-2023/1080 - Construction of Electricity facility,Shree Constructions,02-11-2023,290617
201,West Bengal,Constituency_15,MP_Name_15,WB/207/2022-2023/1080 - Construction of Electricity facility,Shree Constructions,02-04-2021,427959
202,West Bengal,Constituency_15,MP_Name_15,WB/207/2022-2023/1080 - Construction of Electricity facility,XYZ Builders,30-11-2023,220274
