sr_no,state,constituency,mp_name,work,vendor_name,expenditure_date,fund_disbursed_amount
52,Karnataka,Constituency_5,MP_Name_5,KA/112/2022-2023/50022 - Construction of Sanitation facility,XYZ Builders,13-02-2024,370043
53,Karnataka,Constituency_5,MP_Name_5,KA/112/2022-2023/50022 - Construction of Sanitation facility,State PWD,17-09-2021,231062
54,Karnataka,Constituency_5,MP_Name_5,KA/706/2023-2024/50023 - Construction of Drinking Water facility,BuildWell Pvt Ltd,09-07-2022,475716
55,Karnataka,Constituency_5,MP_Name_5,KA/706/2023-2024/50023 - Construction of Drinking Water facility,XYZ Builders,21-11-2021,294466
56,Karnataka,Constituency_5,MP_Name_5,KA/706/2023-2024/50023 - Construction of Drinking Water facility,Rural Works Dept,01-05-2021,276885
57,Karnataka,Constituency_5,MP_Name_5,KA/706/2023-2024/50023 - Construction of Drinking Water facility,Shree Constructions,25-05-2022,109039
58,Karnataka,Constituency_5,MP_Name_5,KA/938/2021-2022/50024 - Construction of Electricity facility,BuildWell Pvt Ltd,06-11-2024,130137
59,Karnataka,Constituency_5,MP_Name_5,KA/791/2022-2023/50025 - Construction of Education facility,BuildWell Pvt Ltd,25-12-2022,460299
60,Maharashtra,Constituency_6,MP_Name_6,MH/539/2021-2022/50026 - Construction of Roads facility,Global Infra Ltd,15-04-2022,413069
61,Maharashtra,Constituency_6,MP_Name_6,MH/539/2021-2022/50026 - Construction of Roads facility,Global Infra Ltd,30-06-2023,352721
62,Maharashtra,Constituency_6,MP_Name_6,MH/114/2021-2022/50027 - Construction of Electricity facility,XYZ Builders,17-07-2021,319932
63,Maharashtra,Constituency_6,MP_Name_6,MH/114/2021-2022/50027 - Construction of Electricity facility,Global Infra Ltd,10-04-2021,162990
64,Maharashtra,Constituency_6,MP_Name_6,MH/114/2021-2022/50027 - Construction of Electricity facility,ABC Constructions,24-12-2021,340011
65,Maharashtra,Constituency_6,MP_Name_6,MH/114/2021-2022/50027 - Construction of Electricity facility,BuildWell Pvt Ltd,07-01-2021,211303
66,Maharashtra,Constituency_6,MP_Name_6,MH/252/2022-2023/50028 - Construction of Sanitation facility,Shree Constructions,30-10-2023,278222
67,Maharashtra,Constituency_6,MP_Name_6,MH/252/2022-2023/50028 - Construction of Sanitation facility,State PWD,06-07-2021,63484
68,Maharashtra,Constituency_6,MP_Name_6,MH/252/2022-2023/50028 - Construction of Sanitation facility,National Infra Corp,23-01-2024,297929
69,Maharashtra,Constituency_6,MP_Name_6,MH/552/2022-2023/50029 - Construction of Health facility,National Infra Corp,26-03-2023,425159
70,Maharashtra,Constituency_6,MP_Name_6,MH/552/2022-2023/50029 - Construction of Health facility,BuildWell Pvt Ltd,12-10-2021,200327
71,Maharashtra,Constituency_6,MP_Name_6,MH/517/2022-2023/50030 - Construction of Health facility,XYZ Builders,21-10-2022,376438
72,Maharashtra,Constituency_6,MP_Name_6,MH/517/2022-2023/50030 - Construction of Health facility,National Infra Corp,11-02-2021,242696
73,Maharashtra,Constituency_6,MP_Name_6,MH/517/2022-2023/50030 - Construction of Health facility,Shree Constructions,07-05-2021,106359
74,Maharashtra,Constituency_6,MP_Name_6,MH/517/2022-2023/50030 - Construction of Health facility,Shree Constructions,04-07-2022,177665
75,Karnataka,Constituency_7,MP_Name_7,KA/536/2023-2024/50031 - Construction of Roads facility,Shree Constructions,01-03-2024,408853
76,Karnataka,Constituency_7,MP_Name_7,KA/997/2021-2022/50032 - Construction of Education facility,Global Infra Ltd,26-09-2023,337923
77,Karnataka,Constituency_7,MP_Name_7,KA/997/2021-2022/50032 - Construction of Education facility,ABC Constructions,24-05-2024,168309
78,Karnataka,Constituency_7,MP_Name_7,KA/997/2021-2022/50032 - Construction of Education facility,Rural Works Dept,20-06-2023,166580
79,Karnataka,Constituency_7,MP_Name_7,KA/997/2021-2022/50032 - Construction of Education facility,Shree Constructions,26-02-2022,239935
80,Karnataka,Constituency_7,MP_Name_7,KA/698/2023-2024/50033 - Construction of Education facility,ABC Constructions,12-11-2023,320435
81,Karnataka,Constituency_7,MP_Name_7,KA/698/2023-2024/50033 - Construction of Education facility,BuildWell Pvt Ltd,22-04-2021,51190
82,Karnataka,Constituency_7,MP_Name_7,KA/446/2023-2024/50034 - Construction of Roads facility,Rural Works Dept,23-09-2021,184358
83,Karnataka,Constituency_7,MP_Name_7,KA/446/2023-2024/50034 - Construction of Roads facility,Shree Constructions,25-12-2022,493792
84,Karnataka,Constituency_7,MP_Name_7,KA/446/2023-2024/50034 - Construction of Roads facility,Global Infra Ltd,26-12-2021,226057
85,Karnataka,Constituency_7,MP_Name_7,KA/593/2021-2022/50035 - Construction of Sanitation facility,Rural Works Dept,11-02-2024,263687
86,Karnataka,Constituency_7,MP_Name_7,KA/593/2021-2022/50035 - Construction of Sanitation facility,BuildWell Pvt Ltd,12-03-2022,209594
87,Karnataka,Constituency_7,MP_Name_7,KA/593/2021-2022/50035 - Construction of Sanitation facility,XYZ Builders,18-08-2023,434209
88,Karnataka,Constituency_7,MP_Name_7,KA/759/2023-2024/50036 - Construction of Roads facility,National Infra Corp,20-11-2021,415056
89,Karnataka,Constituency_7,MP_Name_7,KA/553/2022-2023/50037 - Construction of Electricity facility,National Infra Corp,03-12-2023,298132
90,Karnataka,Constituency_7,MP_Name_7,KA/989/2022-2023/50038 - Construction of Electricity facility,ABC Constructions,16-08-2021,89373
91,Karnataka,Constituency_7,MP_Name_7,KA/989/2022-2023/50038 - Construction of Electricity facility,BuildWell Pvt Ltd,11-06-2021,394727
92,West Bengal,Constituency_8,MP_Name_8,WB/617/2021-2022/50039 - Construction of Sanitation facility,Global Infra Ltd,08-01-2021,331581
93,West Bengal,Constituency_8,MP_Name_8,WB/617/2021-2022/50039 - Construction of Sanitation facility,ABC Constructions,25-06-2024,356212
94,West Bengal,Constituency_8,MP_Name_8,WB/617/2021-2022/50039 - Construction of Sanitation facility,XYZ Builders,07-01-2023,253298
95,West Bengal,Constituency_8,MP_Name_8,WB/617/2021-2022/50039 - Construction of Sanitation facility,ABC Constructions,27-05-2023,464663
96,West Bengal,Constituency_8,MP_Name_8,WB/644/2022-2023/50040 - Construction of Sanitation facility,BuildWell Pvt Ltd,22-01-2023,312577
97,West Bengal,Constituency_8,MP_Name_8,WB/644/2022-2023/50040 - Construction of Sanitation facility,Rural Works Dept,17-06-2023,260273
98,West Bengal,Constituency_8,MP_Name_8,WB/644/2022-2023/50040 - Construction of Sanitation facility,Global Infra Ltd,20-09-2022,263676
99,West Bengal,Constituency_8,MP_Name_8,WB/199/2023-2024/50041 - Construction of Roads facility,ABC Constructions,08-08-2022,59926
100,West Bengal,Constituency_8,MP_Name_8,WB/199/2023-2024/50041 - Construction of Roads facility,Global Infra Ltd,23-02-2023,157804
101,West Bengal,Constituency_8,MP_Name_8,WB/199/2023-2024/50041 - Construction of Roads facility,BuildWell Pvt Ltd,23-06-2023,400621
102,West Bengal,Constituency_8,MP_Name_8,WB/199/2023-2024/50041 - Construction of Roads facility,National Infra Corp,06-05-2021,140173
103,West Bengal,Constituency_8,MP_Name_8,WB/703/2022-2023/50042 - Construction of Education facility,Global Infra Ltd,04-11-2022,233695
104,West Bengal,Constituency_8,MP_Name_8,WB/703/2022-2023/50042 - Construction of Education facility,Global Infra Ltd,06-07-2021,472272
105,West Bengal,Constituency_8,MP_Name_8,WB/703/2022-2023/50042 - Construction of Education facility,State PWD,17-09-2023,386236
106,West Bengal,Constituency_8,MP_Name_8,WB/703/2022-2023/50042 - Construction of Education facility,ABC Constructions,07-04-2023,469603
107,West Bengal,Constituency_8,MP_Name_8,WB/406/2023-2024/50043 - Construction of Electricity facility,Global Infra Ltd,07-03-2022,271029
108,West Bengal,Constituency_8,MP_Name_8,WB/406/2023-2024/50043 - Construction of Electricity facility,Shree Constructions,23-08-2023,201478
109,West Bengal,Constituency_8,MP_Name_8,WB/406/2023-2024/50043 - Construction of Electricity facility,ABC Constructions,24-07-2021,448607
110,West Bengal,Constituency_8,MP_Name_8,WB/645/2021-2022/50044 - Construction of Education facility,Global Infra Ltd,20-08-2024,365256
111,West Bengal,Constituency_8,MP_Name_8,WB/645/2021-2022/50044 - Construction of Education facility,BuildWell Pvt Ltd,17-09-2023,194762
112,West Bengal,Constituency_8,MP_Name_8,WB/645/2021-2022/50044 - Construction of Education facility,Rural Works Dept,11-10-2023,384846
113,West Bengal,Constituency_8,MP_Name_8,WB/740/2021-2022/50045 - Construction of Electricity facility,Rural Works Dept,11-07-2024,125367
114,West Bengal,Constituency_8,MP_Name_8,WB/740/2021-2022/50045 - Construction of Electricity facility,Shree Constructions,30-09-2024,471777
115,West Bengal,Constituency_8,MP_Name_8,WB/740/2021-2022/50045 - Construction of Electricity facility,ABC Constructions,21-08-2021,400995
116,West Bengal,Constituency_8,MP_Name_8,WB/526/2021-2022/50046 - Construction of Roads facility,ABC Constructions,10-01-2023,260513
117,Rajasthan,Constituency_9,MP_Name_9,RJ/649/2022-2023/50047 - Construction of Electricity facility,National Infra Corp,06-06-2021,215526
118,Rajasthan,Constituency_9,MP_Name_9,RJ/649/2022-2023/50047 - Construction of Electricity facility,Shree Constructions,02-09-2022,212333
119,Rajasthan,Constituency_9,MP_Name_9,RJ/289/2021-2022/50048 - Construction of Drinking Water facility,Rural Works Dept,02-01-2023,284645
120,Rajasthan,Constituency_9,MP_Name_9,RJ/289/2021-2022/50048 - Construction of Drinking Water facility,BuildWell Pvt Ltd,25-09-2024,136936
121,Rajasthan,Constituency_9,MP_Name_9,RJ/349/2022-2023/50049 - Construction of Roads facility,Global Infra Ltd,11-11-2021,202965
122,Rajasthan,Constituency_9,MP_Name_9,RJ/349/2022-2023/50049 - Construction of Roads facility,Shree Constructions,28-07-2023,62445
123,Rajasthan,Constituency_9,MP_Name_9,RJ/361/2023-2024/50050 - Construction of Drinking Water facility,ABC Constructions,16-11-2021,331169
124,Rajasthan,Constituency_9,MP_Name_9,RJ/361/2023-2024/50050 - Construction of Drinking Water facility,ABC Constructions,02-03-2024,370756
125,Rajasthan,Constituency_9,MP_Name_9,RJ/361/2023-2024/50050 - Construction of Drinking Water facility,State PWD,25-09-2023,149423
126,Rajasthan,Constituency_9,MP_Name_9,RJ/361/2023-2024/50050 - Construction of Drinking Water facility,ABC Constructions,14-06-2022,102820
127,Maharashtra,Constituency_10,MP_Name_10,MH/129/2021-2022/50051 - Construction of Health facility,Rural Works Dept,07-07-2024,65954
128,Maharashtra,Constituency_10,MP_Name_10,MH/129/2021-2022/50051 - Construction of Health facility,Shree Constructions,07-01-2023,460708
129,Maharashtra,Constituency_10,MP_Name_10,MH/291/2023-2024/50052 - Construction of Drinking Water facility,Global Infra Ltd,20-03-2023,494085
130,Maharashtra,Constituency_10,MP_Name_10,MH/291/2023-2024/50052 - Construction of Drinking Water facility,Rural Works Dept,28-05-2021,450691
131,Maharashtra,Constituency_10,MP_Name_10,MH/193/2023-2024/50053 - Construction of Health facility,Shree Constructions,22-04-2021,117798
132,Maharashtra,Constituency_10,MP_Name_10,MH/193/2023-2024/50053 - Construction of Health facility,Global Infra Ltd,08-01-2024,435811
133,Maharashtra,Constituency_10,MP_Name_10,MH/193/2023-2024/50053 - Construction of Health facility,XYZ Builders,08-06-2022,55296
134,Maharashtra,Constituency_10,MP_Name_10,MH/549/2023-2024/50054 - Construction of Health facility,BuildWell Pvt Ltd,10-03-2024,328397
135,Maharashtra,Constituency_10,MP_Name_10,MH/549/2023-2024/50054 - Construction of Health facility,State PWD,05-12-2024,83948
136,Maharashtra,Constituency_10,MP_Name_10,MH/549/2023-2024/50054 - Construction of Health facility,Shree Constructions,06-06-2022,263219
137,Uttar Pradesh,Constituency_11,MP_Name_11,UP/839/2023-2024/50055 - Construction of Education facility,ABC Constructions,06-05-2022,228236
138,Uttar Pradesh,Constituency_11,MP_Name_11,UP/443/2022-2023/50056 - Construction of Sanitation facility,BuildWell Pvt Ltd,02-09-2021,145598
139,Uttar Pradesh,Constituency_11,MP_Name_11,UP/443/2022-2023/50056 - Construction of Sanitation facility,Rural Works Dept,05-09-2021,187356
140,Uttar Pradesh,Constituency_11,MP_Name_11,UP/443/2022-2023/50056 - Construction of Sanitation facility,National Infra Corp,16-07-2021,160986
141,Uttar Pradesh,Constituency_11,MP_Name_11,UP/235/2021-2022/50057 - Construction of Health facility,National Infra Corp,27-03-2023,407043
142,Uttar Pradesh,Constituency_11,MP_Name_11,UP/235/2021-2022/50057 - Construction of Health facility,National Infra Corp,28-05-2024,76920
143,Uttar Pradesh,Constituency_11,MP_Name_11,UP/235/2021-2022/50057 - Construction of Health facility,Rural Works Dept,22-08-2021,157853
144,Uttar Pradesh,Constituency_11,MP_Name_11,UP/235/2021-2022/50057 - Construction of Health facility,Shree Constructions,24-05-2021,495348
145,Uttar Pradesh,Constituency_11,MP_Name_11,UP/920/2021-2022/50058 - Construction of Sanitation facility,Shree Constructions,31-05-2024,143764
146,Uttar Pradesh,Constituency_11,MP_Name_11,UP/920/2021-2022/50058 - Construction of Sanitation facility,BuildWell Pvt Ltd,13-07-2023,498833
147,Uttar Pradesh,Constituency_11,MP_Name_11,UP/920/2021-2022/50058 - Construction of Sanitation facility,XYZ Builders,18-07-2023,402751
148,Uttar Pradesh,Constituency_11,MP_Name_11,UP/364/2021-2022/50059 - Construction of Education facility,Rural Works Dept,17-09-2023,322055
149,Uttar Pradesh,Constituency_11,MP_Name_11,UP/288/2023-2024/50060 - Construction of Education facility,ABC Constructions,25-11-2023,496856
150,Uttar Pradesh,Constituency_11,MP_Name_11,UP/288/2023-2024/50060 - Construction of Education facility,Shree Constructions,25-02-2022,133064
151,Uttar Pradesh,Constituency_11,MP_Name_11,UP/288/2023-2024/50060 - Construction of Education facility,XYZ Builders,19-01-2023,170064
152,Uttar Pradesh,Constituency_11,MP_Name_11,UP/287/2022-2023/50061 - Construction of Health facility,Shree Constructions,18-04-2022,108791
153,Uttar Pradesh,Constituency_11,MP_Name_11,UP/174/2021-2022/50062 - Construction of Education facility,Shree Constructions,23-01-2024,75195
154,Delhi,Constituency_12,MP_Name_12,DL/476/2021-2022/50063 - Construction of Drinking Water facility,BuildWell Pvt Ltd,24-03-2021,368002
155,Delhi,Constituency_12,MP_Name_12,DL/489/2021-2022/50064 - Construction of Drinking Water facility,State PWD,30-07-2022,276180
156,Delhi,Constituency_12,MP_Name_12,DL/489/2021-2022/50064 - Construction of Drinking Water facility,National Infra Corp,11-09-2023,110694
157,Delhi,Constituency_12,MP_Name_12,DL/489/2021-2022/50064 - Construction of Drinking Water facility,Global Infra Ltd,18-02-2024,166050
158,Delhi,Constituency_12,MP_Name_12,DL/489/2021-2022/50064 - Construction of Drinking Water facility,Rural Works Dept,14-12-2024,347320
159,Delhi,Constituency_12,MP_Name_12,DL/857/2021-2022/50065 - Construction of Roads facility,XYZ Builders,31-07-2021,389624
160,Delhi,Constituency_12,MP_Name_12,DL/857/2021-2022/50065 - Construction of Roads facility,State PWD,19-04-2023,468396
161,Delhi,Constituency_12,MP_Name_12,DL/857/2021-2022/50065 - Construction of Roads facility,ABC Constructions,19-03-2024,137865
162,Delhi,Constituency_12,MP_Name_12,DL/292/2021-2022/50066 - Construction of Education facility,Rural Works Dept,18-04-2023,335725
163,Delhi,Constituency_12,MP_Name_12,DL/292/2021-2022/50066 - Construction of Education facility,ABC Constructions,12-04-2023,111223
164,Delhi,Constituency_12,MP_Name_12,DL/292/2021-2022/50066 - Construction of Education facility,National Infra Corp,17-01-2024,60288
165,Rajasthan,Constituency_13,MP_Name_13,RJ/473/2021-2022/50067 - Construction of Electricity facility,State PWD,08-01-2024,165988
166,Rajasthan,Constituency_13,MP_Name_13,RJ/473/2021-2022/50067 - Construction of Electricity facility,State PWD,12-09-2023,187062
167,Rajasthan,Constituency_13,MP_Name_13,RJ/473/2021-2022/50067 - Construction of Electricity facility,XYZ Builders,29-11-2022,369433
168,Rajasthan,Constituency_13,MP_Name_13,RJ/473/2021-2022/50067 - Construction of Electricity facility,National Infra Corp,04-11-2022,228735
169,Rajasthan,Constituency_13,MP_Name_13,RJ/211/2021-2022/50068 - Construction of Drinking Water facility,XYZ Builders,25-10-2022,143307
170,Rajasthan,Constituency_13,MP_Name_13,RJ/211/2021-2022/50068 - Construction of Drinking Water facility,Rural Works Dept,29-01-2021,386864
171,Rajasthan,Constituency_13,MP_Name_13,RJ/624/2023-2024/50069 - Construction of Education facility,Rural Works Dept,02-11-2024,245816
172,Rajasthan,Constituency_13,MP_Name_13,RJ/624/2023-2024/50069 - Construction of Education facility,National Infra Corp,10-04-2021,152606
173,Rajasthan,Constituency_13,MP_Name_13,RJ/624/2023-2024/50069 - Construction of Education facility,Shree Constructions,29-09-2021,248174
174,Rajasthan,Constituency_13,MP_Name_13,RJ/624/2023-2024/50069 - Construction of Education facility,Rural Works Dept,31-10-2022,122138
175,Madhya Pradesh,Constituency_14,MP_Name_14,MP/278/2021-2022/50070 - Construction of Health facility,BuildWell Pvt Ltd,13-02-2023,297347
176,Madhya Pradesh,Constituency_14,MP_Name_14,MP/278/2021-2022/50070 - Construction of Health facility,Shree Constructions,25-06-2023,353350
177,Madhya Pradesh,Constituency_14,MP_Name_14,MP/278/2021-2022/50070 - Construction of Health facility,State PWD,08-10-2021,354495
178,Madhya Pradesh,Constituency_14,MP_Name_14,MP/278/2021-2022/50070 - Construction of Health facility,Global Infra Ltd,13-04-2021,357396
179,Madhya Pradesh,Constituency_14,MP_Name_14,MP/106/2023-2024/50071 - Construction of Health facility,Rural Works Dept,18-12-2023,114043
180,Madhya Pradesh,Constituency_14,MP_Name_14,MP/106/2023-2024/50071 - Construction of Health facility,Rural Works Dept,12-03-2021,436650
181,Madhya Pradesh,Constituency_14,MP_Name_14,MP/106/2023-2024/50071 - Construction of Health facility,National Infra Corp,17-12-2024,419197
182,Madhya Pradesh,Constituency_14,MP_Name_14,MP/701/2023-2024/50072 - Construction of Drinking Water facility,Shree Constructions,30-05-2023,402032
183,Madhya Pradesh,Constituency_14,MP_Name_14,MP/689/2021-2022/50073 - Construction of Roads facility,Shree Constructions,10-08-2022,221099
184,Madhya Pradesh,Constituency_14,MP_Name_14,MP/689/2021-2022/50073 - Construction of Roads facility,Global Infra Ltd,27-03-2023,148994
185,Madhya Pradesh,Constituency_14,MP_Name_14,MP/689/2021-2022/50073 - Construction of Roads facility,BuildWell Pvt Ltd,25-07-2024,324455
186,Madhya Pradesh,Constituency_14,MP_Name_14,MP/689/2021-2022/50073 - Construction of Roads facility,Shree Constructions,16-11-2021,239013
187,Madhya Pradesh,Constituency_14,MP_Name_14,MP/943/2023-2024/50074 - Construction of Roads facility,BuildWell Pvt Ltd,28-11-2021,249679
188,Madhya Pradesh,Constituency_14,MP_Name_14,MP/943/2023-2024/50074 - Construction of Roads facility,ABC Constructions,10-03-2021,113479
189,Madhya Pradesh,Constituency_14,MP_Name_14,MP/974/2023-2024/50075 - Construction of Drinking Water facility,Global Infra Ltd,02-01-2021,473251
190,Madhya Pradesh,Constituency_14,MP_Name_14,MP/974/2023-2024/50075 - Construction of Drinking Water facility,ABC Constructions,14-03-2022,89838
191,Madhya Pradesh,Constituency_14,MP_Name_14,MP/974/2023-2024/50075 - Construction of Drinking Water facility,BuildWell Pvt Ltd,28-11-2021,469077
192,Madhya Pradesh,Constituency_14,MP_Name_14,MP/974/2023-2024/50075 - Construction of Drinking Water facility,Global Infra Ltd,21-09-2021,66722
193,Madhya Pradesh,Constituency_14,MP_Name_14,MP/270/2022-2023/50076 - Construction of Drinking Water facility,XYZ Builders,06-11-2022,445053
194,Madhya Pradesh,Constituency_14,MP_Name_14,MP/270/2022-2023/50076 - Construction of Drinking Water facility,Shree Constructions,05-05-2023,407655
195,Madhya Pradesh,Constituency_14,MP_Name_14,MP/270/2022-2023/50076 - Construction of Drinking Water facility,State PWD,07-04-2023,242685
196,Madhya Pradesh,Constituency_14,MP_Name_14,MP/270/2022-2023/50076 - Construction of Drinking Water facility,BuildWell Pvt Ltd,04-09-2023,383154
197,Madhya Pradesh,Constituency_14,MP_Name_14,MP/953/2021-2022/50077 - Construction of Health facility,XYZ Builders,23-09-2022,390390
198,Madhya Pradesh,Constituency_14,MP_Name_14,MP/953/2021-2022/50077 - Construction of Health facility,ABC Constructions,04-05-2022,53658
199,Madhya Pradesh,Constituency_14,MP_Name_14,MP/953/2021-2022/50077 - Construction of Health facility,XYZ Builders,20-08-2021,296065
200,Madhya Pradesh,Constituency_14,MP_Name_14,MP/953/2021-2022/50077 - Construction of Health facility,BuildWell Pvt Ltd,02-06-2022,465879
201,Delhi,Constituency_15,MP_Name_15,DL/289/2023-2024/50078 - Construction of Drinking Water facility,BuildWell Pvt Ltd,05-11-2023,354179
202,Delhi,Constituency_15,MP_Name_15,DL/289/2023-2024/50078 - Construction of Drinking Water facility,Global Infra Ltd,06-07-2023,251350
